TICKER,STATPERS,PRICE,EBS,FVYRGRO_EBS,FVYSTA_EBS,EPS,FVYRGRO_EPS,FVYSTA_EPS,DPS,FVYRGRO_DPS,FVYSTA_DPS,ROA,FVYRGRO_ROA,FVYSTA_ROA,ROE,FVYRGRO_ROE,FVYSTA_ROE,NAV,FVYRGRO_NAV,FVYSTA_NAV,GRM,FVYRGRO_GRM,FVYSTA_GRM
BA,2020-11-19,203.3,0.52,10.99,,-3.47,10.99,,8.22,10.99,,-1.57,10.99,,47.48,10.99,,-8300.0,10.99,,5.91,10.99,
BA,2020-12-17,225.87,0.52,10.99,,-3.47,10.99,,8.22,10.99,,-1.57,10.99,,47.48,10.99,,-8300.0,10.99,,5.91,10.99,
BA,2021-01-14,207.21,0.52,10.99,,-3.47,10.99,,8.22,10.99,,-1.57,10.99,,47.48,10.99,,-8300.0,10.99,,5.91,10.99,
BA,2021-02-18,215.52,-18.49,12.95,,-12.08,12.95,,2.055,12.95,,-4.81,12.95,,51.03,12.95,,-18075.0,12.95,,,12.95,
BA,2021-03-18,263.59,-18.49,12.95,,-12.08,12.95,,2.055,12.95,,-4.81,12.95,,51.03,12.95,,-18075.0,12.95,,,12.95,
BA,2021-04-15,252.43,-18.49,12.95,,-12.08,12.95,,2.055,12.95,,-4.81,12.95,,51.03,12.95,,-18075.0,12.95,,,12.95,
BA,2021-05-20,224.42,-18.49,7.88,,-12.08,7.88,,2.055,7.88,,-4.81,7.88,,51.03,7.88,,-18075.0,7.88,,,7.88,
BA,2021-06-17,242.27,-18.49,7.88,,-12.08,7.88,,2.055,7.88,,-4.81,7.88,,51.03,7.88,,-18075.0,7.88,,,7.88,
BA,2021-07-15,224.45,-18.49,7.88,,-12.08,7.88,,2.055,7.88,,-4.81,7.88,,51.03,7.88,,-18075.0,7.88,,,7.88,
BA,2021-08-19,219.0,-18.49,-26.19,,-12.08,-26.19,,2.055,-26.19,,-4.81,-26.19,,51.03,-26.19,,-18075.0,-26.19,,,-26.19,
BA,2021-09-16,214.22,-18.49,-26.19,,-12.08,-26.19,,2.055,-26.19,,-4.81,-26.19,,51.03,-26.19,,-18075.0,-26.19,,,-26.19,
BA,2021-10-14,221.78,-18.49,-26.19,,-12.08,-26.19,,2.055,-26.19,,-4.81,-26.19,,51.03,-26.19,,-18075.0,-26.19,,,-26.19,
BA,2021-11-18,226.62,-18.49,-26.19,,-12.08,-26.19,,2.055,-26.19,,-4.81,-26.19,,51.03,-26.19,,-18075.0,-26.19,,,-26.19,
BA,2021-12-16,195.43,-18.49,-26.19,,-12.08,-26.19,,2.055,-26.19,,-4.81,-26.19,,51.03,-26.19,,-18075.0,-26.19,,,-26.19,
BA,2022-01-20,217.08,-18.49,-26.19,,-12.08,-26.19,,2.055,-26.19,,-4.81,-26.19,,51.03,-26.19,,-18075.0,-26.19,,,-26.19,
BA,2022-02-17,218.93,-3.28,-27.49,,-9.44,-27.49,,0.0,-27.49,,-3.82,-27.49,,33.3,-27.49,,-14846.0,-27.49,,4.9,-27.49,
BA,2022-03-17,188.99,-3.28,-27.49,,-9.44,-27.49,,0.0,-27.49,,-3.82,-27.49,,33.3,-27.49,,-14846.0,-27.49,,4.9,-27.49,
BA,2022-04-14,182.87,-3.28,-27.49,,-9.44,-27.49,,0.0,-27.49,,-3.82,-27.49,,33.3,-27.49,,-14846.0,-27.49,,4.9,-27.49,
BA,2022-05-19,125.52,-3.28,-31.46,,-9.44,-31.46,,0.0,-31.46,,-3.82,-31.46,,33.3,-31.46,,-14846.0,-31.46,,4.9,-31.46,
BA,2022-06-16,133.72,-3.28,-31.46,,-9.44,-31.46,,0.0,-31.46,,-3.82,-31.46,,33.3,-31.46,,-14846.0,-31.46,,4.9,-31.46,
BA,2022-07-14,143.95,-3.28,-31.46,,-9.44,-31.46,,0.0,-31.46,,-3.82,-31.46,,33.3,-31.46,,-14846.0,-31.46,,4.9,-31.46,
BA,2022-08-18,167.2,-3.28,11.23,,-9.44,11.23,,0.0,11.23,,-3.82,11.23,,33.3,11.23,,-14846.0,11.23,,4.9,11.23,
BA,2022-09-15,149.26,-3.28,-31.46,,-9.44,-31.46,,0.0,-31.46,,-3.82,-31.46,,33.3,-31.46,,-14846.0,-31.46,,4.9,-31.46,
BA,2022-10-20,138.39,-3.28,-31.46,,-9.44,-31.46,,0.0,-31.46,,-3.82,-31.46,,33.3,-31.46,,-14846.0,-31.46,,4.9,-31.46,
BA,2022-11-17,172.69,-3.28,-31.46,,-9.44,-31.46,,0.0,-31.46,,-3.82,-31.46,,33.3,-31.46,,-14846.0,-31.46,,4.9,-31.46,
BA,2022-12-15,188.25,-3.28,-31.46,,-9.44,-31.46,,0.0,-31.46,,-3.82,-31.46,,33.3,-31.46,,-14846.0,-31.46,,4.9,-31.46,
BA,2023-01-19,209.41,-3.28,-31.46,,-9.44,-31.46,,0.0,-31.46,,-3.82,-31.46,,33.3,-31.46,,-14846.0,-31.46,,4.9,-31.46,
BA,2023-02-16,217.44,-4.55,-31.46,,-11.06,-31.46,,0.0,-31.46,,-4.769,-31.46,,21.331,-31.46,,-15848.0,-31.46,,5.29,-31.46,
BA,2023-03-16,198.21,-4.55,-31.46,,-11.06,-31.46,,0.0,-31.46,,-4.769,-31.46,,21.331,-31.46,,-15848.0,-31.46,,5.29,-31.46,
BA,2023-04-20,208.71,-4.55,-31.46,,-11.06,-31.46,,0.0,-31.46,,-4.769,-31.46,,21.331,-31.46,,-15848.0,-31.46,,5.29,-31.46,
BA,2023-05-18,206.87,-4.55,-31.46,,-11.06,-31.46,,0.0,-31.46,,-4.769,-31.46,,21.331,-31.46,,-15848.0,-31.46,,5.29,-31.46,
BA,2023-06-15,216.9,-4.55,-31.46,,-11.06,-31.46,,0.0,-31.46,,-4.769,-31.46,,21.331,-31.46,,-15848.0,-31.46,,5.29,-31.46,
BA,2023-07-20,208.6,-4.55,-31.46,,-11.06,-31.46,,0.0,-31.46,,-4.769,-31.46,,21.331,-31.46,,-15848.0,-31.46,,5.29,-31.46,
BA,2023-08-17,229.95,,,,-11.06,-31.46,,0.0,-31.46,,-4.769,-31.46,,21.331,-31.46,,-15848.0,-31.46,,5.29,-31.46,
BA,2023-09-14,208.4,-4.55,-31.46,,-11.06,-31.46,,0.0,-31.46,,-4.769,-31.46,,21.331,-31.46,,-15848.0,-31.46,,5.29,-31.46,
BA,2023-10-19,185.69,-4.55,-31.46,,-11.06,-31.46,,0.0,-31.46,,-4.769,-31.46,,21.331,-31.46,,-15848.0,-31.46,,5.29,-31.46,
BA,2023-11-16,208.71,-4.55,-31.46,,-11.06,-31.46,,0.0,-31.46,,-4.769,-31.46,,21.331,-31.46,,-15848.0,-31.46,,5.29,-31.46,
BA,2023-12-14,250.91,-4.55,-31.46,,-11.06,-31.46,,0.0,-31.46,,-4.769,-31.46,,21.331,-31.46,,-15848.0,-31.46,,5.29,-31.46,
BA,2024-01-18,203.06,-4.55,-31.46,,-11.06,-31.46,,0.0,-31.46,,-4.769,-31.46,,21.331,-31.46,,-15848.0,-31.46,,5.29,-31.46,
BA,2024-02-15,203.38,1.8,-31.46,,-5.81,-31.46,,0.0,-31.46,,-2.57,-31.46,,21.26,-31.46,,-17238.0,-31.46,,9.93,-31.46,
BA,2024-03-14,182.35,1.8,-31.46,,-5.81,-31.46,,0.0,-31.46,,-2.57,-31.46,,21.26,-31.46,,-17238.0,-31.46,,9.93,-31.46,
BA,2024-04-18,170.21,1.8,-31.46,,-5.81,-31.46,,0.0,-31.46,,-2.57,-31.46,,21.26,-31.46,,-17238.0,-31.46,,9.93,-31.46,
BA,2024-05-16,176.99,1.8,-31.46,,-5.81,-31.46,,0.0,-31.46,,-2.57,-31.46,,21.26,-31.46,,-17238.0,-31.46,,9.93,-31.46,
BA,2024-06-20,174.99,1.8,-31.46,,-5.81,-31.46,,0.0,-31.46,,-2.57,-31.46,,21.26,-31.46,,-17238.0,-31.46,,9.93,-31.46,
BA,2024-07-18,184.84,1.8,-31.46,,-5.81,-31.46,,0.0,-31.46,,-2.57,-31.46,,21.26,-31.46,,-17238.0,-31.46,,9.93,-31.46,
BA,2024-08-15,168.5,1.8,-31.46,,-5.81,-31.46,,0.0,-31.46,,-2.57,-31.46,,21.26,-31.46,,-17238.0,-31.46,,9.93,-31.46,
BA,2024-09-19,155.11,1.8,-31.46,,-5.81,-31.46,,0.0,-31.46,,-2.57,-31.46,,21.26,-31.46,,-17238.0,-31.46,,9.93,-31.46,
BA,2024-10-17,154.9,1.8,-31.46,,-5.81,-31.46,,0.0,-31.46,,-2.57,-31.46,,21.26,-31.46,,-17238.0,-31.46,,9.93,-31.46,
BA,2024-11-14,139.97,1.8,-31.46,,-5.81,-31.46,,0.0,-31.46,,-2.57,-31.46,,21.26,-31.46,,-17238.0,-31.46,,9.93,-31.46,
BA,2024-12-19,172.62,1.8,-31.46,,-5.81,-31.46,,0.0,-31.46,,-2.57,-31.46,,21.26,-31.46,,-17238.0,-31.46,,9.93,-31.46,
BA,2025-01-16,166.2,1.8,-31.46,,-5.81,-31.46,,0.0,-31.46,,-2.57,-31.46,,21.26,-31.46,,-17238.0,-31.46,,9.93,-31.46,
BA,2025-02-20,186.15,-13.71,-31.46,,-20.38,-31.46,,0.0,-31.46,,-8.05,-31.46,,124.7,-31.46,,-3914.0,-31.46,,-2.99,-31.46,
BA,2025-03-20,172.62,-13.71,-31.46,,-20.38,-31.46,,0.0,-31.46,,-8.05,-31.46,,124.7,-31.46,,-3914.0,-31.46,,-2.99,-31.46,
BA,2025-04-17,156.47,-13.71,-31.46,,-20.38,-31.46,,0.0,-31.46,,-8.05,-31.46,,124.7,-31.46,,-3914.0,-31.46,,-2.99,-31.46,
BEL,2008-07-17,35.38,,,,2.36,-1.56,,1.67,-1.56,,3.67,-1.56,,13.55,-1.56,,50581.0,-1.56,,59.83,-1.56,
BEL,2008-08-14,34.35,,,,2.36,-0.78,,1.67,-0.78,,3.67,-0.78,,13.55,-0.78,,50581.0,-0.78,,59.83,-0.78,
BEL,2008-09-18,31.26,,,,2.36,-0.78,,1.67,-0.78,,3.67,-0.78,,13.55,-0.78,,50581.0,-0.78,,59.83,-0.78,
BEL,2008-10-16,26.64,,,,2.36,-0.78,,1.67,-0.78,,3.67,-0.78,,13.55,-0.78,,50581.0,-0.78,,59.83,-0.78,
BEL,2008-11-20,26.94,,,,2.36,0.02,,1.67,0.02,,3.67,0.02,,13.55,0.02,,50581.0,0.02,,59.83,0.02,
BEL,2008-12-18,34.05,,,,2.36,0.02,,1.67,0.02,,3.67,0.02,,13.55,0.02,,50581.0,0.02,,59.83,0.02,
BEL,2009-01-15,30.56,,,,2.36,0.02,,1.67,0.02,,3.67,0.02,,13.55,0.02,,50581.0,0.02,,59.83,0.02,
BEL,2009-02-19,28.07,,,,2.54,0.27,,1.78,0.27,,3.58,0.27,,9.17,0.27,,78905.0,0.27,,60.04,0.27,
BEL,2009-03-19,30.77,,,,2.54,0.27,,1.78,0.27,,3.58,0.27,,9.17,0.27,,78905.0,0.27,,60.04,0.27,
BEL,2009-04-16,31.69,,,,2.54,0.27,,1.78,0.27,,3.58,0.27,,9.17,0.27,,78905.0,0.27,,60.04,0.27,
BEL,2009-05-14,29.75,,,,2.54,-0.08,,1.78,-0.08,,3.58,-0.08,,9.17,-0.08,,78905.0,-0.08,,60.04,-0.08,
BEL,2009-06-18,29.78,,,,2.54,-0.08,,1.78,-0.08,,3.58,-0.08,,9.17,-0.08,,78905.0,-0.08,,60.04,-0.08,
BEL,2009-07-16,29.34,,,,2.54,-0.08,,1.78,-0.08,,3.58,-0.08,,9.17,-0.08,,78905.0,-0.08,,60.04,-0.08,
BEL,2009-08-20,30.43,,,,2.54,-0.48,,1.78,-0.48,,3.58,-0.48,,9.17,-0.48,,78905.0,-0.48,,60.04,-0.48,
BEL,2009-09-17,30.41,,,,2.54,-0.48,,1.78,-0.48,,3.58,-0.48,,9.17,-0.48,,78905.0,-0.48,,60.04,-0.48,
BEL,2009-10-15,28.94,,,,2.54,-0.48,,1.78,-0.48,,3.58,-0.48,,9.17,-0.48,,78905.0,-0.48,,60.04,-0.48,
BEL,2009-11-19,30.66,,,,2.54,-0.61,,1.78,-0.61,,3.58,-0.61,,9.17,-0.61,,78905.0,-0.61,,60.04,-0.61,
BEL,2009-12-17,32.71,,,,2.54,-0.61,,1.78,-0.61,,3.58,-0.61,,9.17,-0.61,,78905.0,-0.61,,60.04,-0.61,
BEL,2010-01-14,31.87,,,,2.54,-0.61,,1.78,-0.61,,3.58,-0.61,,9.17,-0.61,,78905.0,-0.61,,60.04,-0.61,
BEL,2010-02-18,29.14,,,,2.4,-1.17,,1.87,-1.17,,3.16,-1.17,,8.33,-1.17,,84367.0,-1.17,,60.46,-1.17,
BEL,2010-03-18,30.15,,,,2.4,-1.17,,1.87,-1.17,,3.16,-1.17,,8.33,-1.17,,84367.0,-1.17,,60.46,-1.17,
BEL,2010-04-15,29.85,,,,2.4,-1.17,,1.87,-1.17,,3.16,-1.17,,8.33,-1.17,,84367.0,-1.17,,60.46,-1.17,
BEL,2010-05-20,28.51,,,,2.4,-1.53,,1.87,-1.53,,3.16,-1.53,,8.33,-1.53,,84367.0,-1.53,,60.46,-1.53,
BEL,2010-06-17,29.18,,,,2.4,-1.53,,1.87,-1.53,,,,,8.33,-1.53,,84367.0,-1.53,,60.46,-1.53,
BEL,2010-07-15,26.84,,,,2.4,-1.53,,1.87,-1.53,,3.16,-1.53,,8.33,-1.53,,84367.0,-1.53,,60.46,-1.53,
BEL,2010-08-19,30.15,,,,2.4,-1.72,,1.87,-1.72,,3.16,-1.72,,8.33,-1.72,,84367.0,-1.72,,60.46,-1.72,
BEL,2010-09-16,31.19,,,,2.4,-1.72,,1.87,-1.72,,3.16,-1.72,,8.33,-1.72,,84367.0,-1.72,,60.46,-1.72,
BEL,2010-10-14,32.21,,,,2.4,-1.72,,1.87,-1.72,,3.16,-1.72,,8.33,-1.72,,84367.0,-1.72,,60.46,-1.72,
BEL,2010-11-18,32.34,,,,2.4,-2.06,,1.87,-2.06,,3.16,-2.06,,8.33,-2.06,,84367.0,-2.06,,60.46,-2.06,
BEL,2010-12-16,34.63,,,,2.4,-2.06,,1.87,-2.06,,3.16,-2.06,,8.33,-2.06,,84367.0,-2.06,,60.46,-2.06,
BEL,2011-01-20,34.6,,,,2.4,-2.06,,1.87,-2.06,,3.16,-2.06,,8.33,-2.06,,84367.0,-2.06,,60.46,-2.06,
BEL,2011-02-17,36.17,,,,2.24,-2.26,,1.923,-2.26,,2.88,-2.26,,15.87,-2.26,,38569.0,-2.26,,58.57,-2.26,
BEL,2011-03-17,34.3,,,,2.24,-2.26,,1.923,-2.26,,2.88,-2.26,,15.87,-2.26,,38569.0,-2.26,,58.57,-2.26,
BEL,2011-04-14,37.69,,,,2.24,-2.26,,1.923,-2.26,,2.88,-2.26,,15.87,-2.26,,38569.0,-2.26,,58.57,-2.26,
BEL,2011-05-19,37.09,,,,2.24,-2.81,,1.923,-2.81,,2.88,-2.81,,15.87,-2.81,,38569.0,-2.81,,58.57,-2.81,
BEL,2011-06-16,35.12,,,,2.24,-2.81,,1.923,-2.81,,2.88,-2.81,,15.87,-2.81,,38569.0,-2.81,,58.57,-2.81,
BEL,2011-07-14,36.94,,,,2.24,-2.81,,1.923,-2.81,,2.88,-2.81,,15.87,-2.81,,38569.0,-2.81,,58.57,-2.81,
BEL,2011-08-18,35.61,,,,2.24,-3.05,,1.923,-3.05,,2.88,-3.05,,15.87,-3.05,,38569.0,-3.05,,58.57,-3.05,
BEL,2011-09-15,35.6,,,,2.24,-3.05,,1.923,-3.05,,2.88,-3.05,,15.87,-3.05,,38569.0,-3.05,,58.57,-3.05,
BEL,2011-10-20,37.05,,,,2.24,-3.05,,1.923,-3.05,,2.88,-3.05,,15.87,-3.05,,38569.0,-3.05,,58.57,-3.05,
BEL,2011-11-17,36.65,,,,2.24,-2.99,,1.923,-2.99,,2.88,-2.99,,15.87,-2.99,,38569.0,-2.99,,58.57,-2.99,
BEL,2011-12-15,38.26,,,,2.24,-2.99,,1.923,-2.99,,2.88,-2.99,,15.87,-2.99,,38569.0,-2.99,,58.57,-2.99,
BEL,2012-01-19,39.01,,,,2.24,-2.99,,1.923,-2.99,,2.88,-2.99,,15.87,-2.99,,38569.0,-2.99,,58.57,-2.99,
BEL,2012-02-16,37.83,,,,2.15,-2.9,,1.98,-2.9,,2.69,-2.9,,16.25,-2.9,,35970.0,-2.9,,58.62,-2.9,
BEL,2012-03-15,39.47,,,,2.15,-2.9,,1.98,-2.9,,2.69,-2.9,,16.25,-2.9,,35970.0,-2.9,,58.62,-2.9,
BEL,2012-04-19,37.66,,,,2.15,-2.9,,1.98,-2.9,,2.69,-2.9,,16.25,-2.9,,35970.0,-2.9,,58.62,-2.9,
BEL,2012-05-17,40.88,,,,2.15,-2.55,,1.98,-2.55,,2.69,-2.55,,16.25,-2.55,,35970.0,-2.55,,58.62,-2.55,
BEL,2012-06-14,42.99,,,,2.15,-2.55,,1.98,-2.55,,2.69,-2.55,,16.25,-2.55,,35970.0,-2.55,,58.62,-2.55,
BEL,2012-07-19,45.89,,,,2.15,-2.55,,1.98,-2.55,,2.69,-2.55,,16.25,-2.55,,35970.0,-2.55,,58.62,-2.55,
BEL,2012-08-16,44.19,,,,2.15,-2.54,,1.98,-2.54,,2.69,-2.54,,16.25,-2.54,,35970.0,-2.54,,58.62,-2.54,
BEL,2012-09-20,45.27,,,,2.15,-2.54,,1.98,-2.54,,2.69,-2.54,,16.25,-2.54,,35970.0,-2.54,,58.62,-2.54,
BEL,2012-10-18,44.72,,,,2.15,-2.54,,1.98,-2.54,,2.69,-2.54,,16.25,-2.54,,35970.0,-2.54,,58.62,-2.54,
BEL,2012-11-15,42.24,,,,2.15,-2.21,,1.98,-2.21,,2.69,-2.21,,16.25,-2.21,,35970.0,-2.21,,58.62,-2.21,
BEL,2012-12-20,43.38,12.44,-2.21,,2.15,-2.21,,1.98,-2.21,,2.69,-2.21,,16.25,-2.21,,35970.0,-2.21,,58.62,-2.21,
BEL,2013-01-17,41.51,12.44,-2.21,,2.15,-2.21,,1.98,-2.21,,2.69,-2.21,,16.25,-2.21,,35970.0,-2.21,,58.62,-2.21,
BEL,2013-02-14,44.52,13.2,-3.25,,2.31,-3.25,,2.03,-3.25,,2.9,-3.25,,19.13,-3.25,,33157.0,-3.25,,60.06,-3.25,
BEL,2013-03-14,47.94,,,,2.31,-3.25,,2.03,-3.25,,2.9,-3.25,,19.13,-3.25,,33157.0,-3.25,,60.06,-3.25,
BEL,2013-04-18,49.54,,,,2.31,-3.25,,2.03,-3.25,,2.9,-3.25,,19.13,-3.25,,33157.0,-3.25,,60.06,-3.25,
BEL,2013-05-16,53.6,,,,2.31,-2.12,,2.03,-2.12,,2.9,-2.12,,19.13,-2.12,,33157.0,-2.12,,60.06,-2.12,
BEL,2013-06-20,50.05,,,,2.31,-2.12,,2.03,-2.12,,2.9,-2.12,,19.13,-2.12,,33157.0,-2.12,,60.06,-2.12,
BEL,2013-07-18,50.74,,,,2.31,-2.12,,2.03,-2.12,,2.9,-2.12,,19.13,-2.12,,33157.0,-2.12,,60.06,-2.12,
BEL,2013-08-15,48.89,,,,2.31,-0.76,,2.03,-0.76,,2.9,-0.76,,19.13,-0.76,,33157.0,-0.76,,60.06,-0.76,
BEL,2013-09-19,48.72,,,,2.31,-0.76,,2.03,-0.76,,2.9,-0.76,,19.13,-0.76,,33157.0,-0.76,,60.06,-0.76,
BEL,2013-10-17,47.25,,,,2.31,-0.76,,2.03,-0.76,,2.9,-0.76,,19.13,-0.76,,33157.0,-0.76,,60.06,-0.76,
BEL,2013-11-14,49.99,,,,2.31,1.35,,2.03,1.35,,2.9,1.35,,19.13,1.35,,33157.0,1.35,,60.06,1.35,
BEL,2013-12-19,48.47,,,,2.31,1.35,,2.03,1.35,,2.9,1.35,,19.13,1.35,,33157.0,1.35,,60.06,1.35,
BEL,2014-01-16,48.27,,,,2.31,1.35,,2.03,1.35,,2.9,1.35,,19.13,1.35,,33157.0,1.35,,60.06,1.35,
BEL,2014-02-20,46.53,,2.52,,2.84,2.52,,2.1,2.52,,3.27,2.52,,22.67,2.52,,95416.0,2.52,,62.76,2.52,
BEL,2014-03-20,46.36,,2.52,,2.84,2.52,,2.1,2.52,,3.27,2.52,,22.67,2.52,,95416.0,2.52,,62.76,2.52,
BEL,2014-04-17,47.1,,2.52,,2.84,2.52,,2.1,2.52,,3.27,2.52,,22.67,2.52,,95416.0,2.52,,62.76,2.52,
BEL,2014-05-15,48.01,,,,2.84,4.97,,2.1,4.97,,3.27,4.97,,22.67,4.97,,95416.0,4.97,,62.76,4.97,
BEL,2014-06-19,49.42,,,,2.84,4.97,,2.1,4.97,,3.27,4.97,,22.67,4.97,,95416.0,4.97,,62.76,4.97,
BEL,2014-07-17,50.96,,4.97,,2.84,4.97,,2.1,4.97,,3.27,4.97,,22.67,4.97,,95416.0,4.97,,62.76,4.97,
BEL,2014-08-14,48.92,,7.46,,2.84,7.46,,2.1,7.46,,3.27,7.46,,22.67,7.46,,95416.0,7.46,,62.76,7.46,
BEL,2014-09-18,49.21,,7.46,,2.84,7.46,,2.1,7.46,,3.27,7.46,,22.67,7.46,,95416.0,7.46,,62.76,7.46,
BEL,2014-10-16,47.92,,7.46,,2.84,7.46,,2.1,7.46,,3.27,7.46,,22.67,7.46,,95416.0,7.46,,62.76,7.46,
BEL,2014-11-20,50.49,,9.67,,2.84,9.67,,2.1,9.67,,3.27,9.67,,22.67,9.67,,95416.0,9.67,,62.76,9.67,
BEL,2014-12-18,46.44,,9.67,,2.84,9.67,,2.1,9.67,,3.27,9.67,,22.67,9.67,,95416.0,9.67,,62.76,9.67,
BEL,2015-01-15,46.97,,9.67,,2.84,9.67,,2.1,9.67,,3.27,9.67,,22.67,9.67,,95416.0,9.67,,62.76,9.67,
BEL,2015-02-19,48.94,10.87,10.11,,3.35,10.11,,2.16,10.11,,5.3,10.11,,52.54,10.11,,13676.0,10.11,,60.71,10.11,
BEL,2015-03-19,49.54,10.87,10.11,,3.35,10.11,,2.16,10.11,,5.3,10.11,,52.54,10.11,,13676.0,10.11,,60.71,10.11,
BEL,2015-04-16,49.39,10.87,10.11,,3.35,10.11,,2.16,10.11,,5.3,10.11,,52.54,10.11,,13676.0,10.11,,60.71,10.11,
BEL,2015-05-14,49.73,10.87,11.88,,3.35,11.88,,2.16,11.88,,5.3,11.88,,52.54,11.88,,13676.0,11.88,,60.71,11.88,
BEL,2015-06-18,47.27,10.87,11.88,,3.35,11.88,,2.16,11.88,,5.3,11.88,,52.54,11.88,,13676.0,11.88,,60.71,11.88,
BEL,2015-07-16,47.33,10.87,11.88,,3.35,11.88,,2.16,11.88,,5.3,11.88,,52.54,11.88,,13676.0,11.88,,60.71,11.88,
BEL,2015-08-20,47.44,10.87,13.65,,3.35,13.65,,2.16,13.65,,5.3,13.65,,52.54,13.65,,13676.0,13.65,,60.71,13.65,
BEL,2015-09-17,46.19,10.87,13.65,,3.35,13.65,,2.16,13.65,,5.3,13.65,,52.54,13.65,,13676.0,13.65,,60.71,13.65,
BEL,2015-10-15,43.99,10.87,13.65,,3.35,13.65,,2.16,13.65,,5.3,13.65,,52.54,13.65,,13676.0,13.65,,60.71,13.65,
BEL,2015-11-19,45.38,10.87,15.31,,3.35,15.31,,2.16,15.31,,5.3,15.31,,52.54,15.31,,13676.0,15.31,,60.71,15.31,
BEL,2015-12-17,46.51,10.87,15.31,,3.35,15.31,,2.16,15.31,,5.3,15.31,,52.54,15.31,,13676.0,15.31,,60.71,15.31,
BEL,2016-01-14,44.15,10.87,15.31,,3.35,15.31,,2.16,15.31,,5.3,15.31,,52.54,15.31,,13676.0,15.31,,60.71,15.31,
BEL,2016-02-18,50.32,11.38,15.47,,3.99,15.47,,2.23,15.47,,6.84,15.47,,113.64,15.47,,17842.0,15.47,,47.9,15.47,
BEL,2016-03-17,53.21,11.38,15.47,,3.99,15.47,,2.23,15.47,,6.84,15.47,,113.64,15.47,,17842.0,15.47,,47.9,15.47,
BEL,2016-04-14,51.29,11.38,15.47,,3.99,15.47,,2.23,15.47,,6.84,15.47,,113.64,15.47,,17842.0,15.47,,47.9,15.47,
BEL,2016-05-19,50.39,11.38,16.17,,3.99,16.17,,2.23,16.17,,6.84,16.17,,113.64,16.17,,17842.0,16.17,,47.9,16.17,
BEL,2016-06-16,52.84,11.38,16.17,,3.99,16.17,,2.23,16.17,,6.84,16.17,,113.64,16.17,,17842.0,16.17,,47.9,16.17,
BEL,2016-07-14,56.0,11.38,16.17,,3.99,16.17,,2.23,16.17,,6.84,16.17,,113.64,16.17,,17842.0,16.17,,47.9,16.17,
BEL,2016-08-18,53.17,11.38,15.35,,3.99,15.35,,2.23,15.35,,6.84,15.35,,113.64,15.35,,17842.0,15.35,,47.9,15.35,
BEL,2016-09-15,51.49,11.38,15.35,,3.99,15.35,,2.23,15.35,,6.84,15.35,,113.64,15.35,,17842.0,15.35,,47.9,15.35,
BEL,2016-10-20,50.38,11.38,15.35,,3.99,15.35,,2.23,15.35,,6.84,15.35,,113.64,15.35,,17842.0,15.35,,47.9,15.35,
BEL,2016-11-17,47.93,11.38,15.34,,3.99,15.34,,2.23,15.34,,6.84,15.34,,113.64,15.34,,17842.0,15.34,,47.9,15.34,
BEL,2016-12-15,51.63,11.38,15.34,,3.99,15.34,,2.23,15.34,,6.84,15.34,,113.64,15.34,,17842.0,15.34,,47.9,15.34,
BEL,2017-01-19,52.25,11.38,15.34,,3.99,15.34,,2.23,15.34,,6.84,15.34,,113.64,15.34,,17842.0,15.34,,47.9,15.34,
BEL,2017-02-16,48.08,10.79,13.91,,3.87,13.91,,2.27,13.91,,6.47,13.91,,81.19,13.91,,24032.0,13.91,,59.18,13.91,
BEL,2017-03-16,50.14,10.79,13.91,,3.87,13.91,,2.27,13.91,,6.47,13.91,,81.19,13.91,,24032.0,13.91,,59.18,13.91,
BEL,2017-04-20,48.94,10.79,13.91,,3.87,13.91,,2.27,13.91,,6.47,13.91,,81.19,13.91,,24032.0,13.91,,59.18,13.91,
BEL,2017-05-18,44.48,10.79,12.36,,3.87,12.36,,2.27,12.36,,6.47,12.36,,81.19,12.36,,24032.0,12.36,,59.18,12.36,
BEL,2017-06-15,46.69,10.79,12.36,,3.87,12.36,,2.27,12.36,,6.47,12.36,,81.19,12.36,,24032.0,12.36,,59.18,12.36,
BEL,2017-07-20,43.45,10.79,12.36,,3.87,12.36,,2.27,12.36,,6.47,12.36,,81.19,12.36,,24032.0,12.36,,59.18,12.36,
BEL,2017-08-17,48.41,10.79,11.34,,3.87,11.34,,2.27,11.34,,6.47,11.34,,81.19,11.34,,24032.0,11.34,,59.18,11.34,
BEL,2017-09-14,47.25,10.79,11.34,,3.87,11.34,,2.27,11.34,,6.47,11.34,,81.19,11.34,,24032.0,11.34,,59.18,11.34,
BEL,2017-10-19,48.65,10.79,11.34,,3.87,11.34,,2.27,11.34,,6.47,11.34,,81.19,11.34,,24032.0,11.34,,59.18,11.34,
BEL,2017-11-16,44.11,10.79,10.68,,3.87,10.68,,2.27,10.68,,6.47,10.68,,81.19,10.68,,24032.0,10.68,,59.18,10.68,
BEL,2017-12-14,52.89,10.79,10.68,,3.87,10.68,,2.27,10.68,,6.47,10.68,,81.19,10.68,,24032.0,10.68,,59.18,10.68,
BEL,2018-01-18,51.72,10.79,10.68,,3.87,10.68,,2.27,10.68,,6.47,10.68,,81.19,10.68,,24032.0,10.68,,59.18,10.68,
BEL,2018-02-15,49.51,11.02,9.04,,3.74,9.04,,2.335,9.04,,6.1,9.04,,46.62,9.04,,44687.0,9.04,,59.09,9.04,
